STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
2341.0,"MIRALAM TANK,  BAHADURPURA (M),  HYDERABAD",LAKE,TELANGANA,24,31,0.3,3.8,7.2,7.9,1142,1460,2.0,15.0,2.20,9.32,8,94,280,430
5029.0,"MOHINI CHERUVU,  RAMANTHAPUR (V),  UPPAL(M), MEDCHAL- MALKAJGIRI (D)",LAKE,TELANGANA,22,28,0.3,4.1,7.1,8.4,1124,2128,3.2,8.0,2.20,6.22,11,39,350,430
5045.0,"MOTHKULA KUNTA,  MACHABOLLARAM(V),AL WAL (M), MEDCHAL  MALKAJGIRI(D)",LAKE,TELANGANA,25,30,0.3,3.6,7.2,7.6,1037,1735,3.0,27.0,3.80,8.75,12,48,430,540
5043.0,"MYSAMMA CHERUVU,  KUKATPALLY(V&M),  MEDCHAL MALKAJGIRI(D)",LAKE,TELANGANA,24,28,0.3,1.2,7.1,7.8,946,1496,3.0,17.0,2.60,12.02,12,40,430,540
4691.0,"NAGOLE CHERUVU,  UPPAL, MEDCHAL -  MALKAJGIRI DISTRICT",LAKE,TELANGANA,25,32,0.3,3.3,6.9,7.7,808,1367,2.0,25.0,2.70,5.80,17,63,430,540
5063.0,"NANAKRAM KUNTA,  NANAKRAMGUDA(V),  SHERILINGAMPALLY(M),  RANGA REDDY (D)",LAKE,TELANGANA,25,28,2.2,4.4,6.8,7.7,456,967,2.0,4.0,2.60,4.30,2,31,350,430
4688.0,"NARINJA LAKE, KOTHUR- B (V), ZAHEERABAD (M),  SANGAREDDY",LAKE,TELANGANA,25,26,5.6,6.8,7.1,7.9,450,919,2.0,3.6,4.09,18.10,2,10,20,48
5030.0,"NAYA QILLA TALAB,  GOLKONDA (V&M),  HYDERABAD (D)",LAKE,TELANGANA,22,27,0.3,4.1,7.7,8.4,935,1347,1.2,20.0,1.10,7.04,8,38,350,540
5056.0,"NAYANAMMA KUNTA  (BASPALLI CHERUVU),  HAFEEZPET (V),  SHERILINGAMPALLY (M),  RANGA REDDY (D)",LAKE,TELANGANA,20,28,0.6,4.8,7.2,8.5,544,1121,1.0,5.2,2.90,4.20,2,33,350,540
4229.0,"NEKNAMPUR LAKE,  NEKNAMPUR,  IBRAHIMBAGH,  RAJENDRANAGAR",LAKE,TELANGANA,25,32,0.3,4.1,6.9,7.8,1167,2144,3.0,18.0,2.60,13.40,10,39,350,540
,"(M),RANGAREDDY  DISTRICT",,,,,,,,,,,,,,,,,,
2342.0,"NOOR MD. KUNTA,  SHAMSHABAD",LAKE,TELANGANA,25,30,0.3,0.3,6.8,8.2,805,1556,6.0,16.0,4.40,11.64,10,58,350,1600
5121.0,"PALLE CHERUVU,  KATEDHAN (V),  RAJENDRANAGAR (M),  RANGAREDDY (D)",LAKE,TELANGANA,25,30,0.3,0.3,7.1,7.9,925,1804,6.0,20.0,3.20,7.80,21,41,430,540
5128.0,"PALLE CHERUVU,  MAILARDEV PALLY (V),  RAJENDRANAGAR (M),  RANGAREDDY (D)",LAKE,TELANGANA,25,32,0.3,3.4,6.9,7.6,1140,1956,1.0,20.0,3.62,21.02,12,70,350,920
4696.0,"PARKI CHERUVU,  KUKATPALLY (V&M),  MEDCHAL-MALKAJGIRI  (D)",LAKE,TELANGANA,25,29,0.3,2.6,7.1,7.7,919,1763,2.4,17.0,2.00,14.02,12,48,350,540
4693.0,"PATEL CHERUVU,  MADINAGUDA(V),  SERLINGAMPALLY (M),  RANGAREDDY (D)",LAKE,TELANGANA,25,29,0.3,3.4,7.1,7.7,762,1350,2.0,22.0,3.20,6.20,7,31,430,1600
4678.0,"PATEL CHERUVU,  NACHARAM (V), UPPAL  (NEW MANDAL),  MEDCHAL- MALKAJIGIRI",LAKE,TELANGANA,25,30,0.3,1.2,6.8,7.9,980,2233,3.0,28.0,2.86,11.16,6,41,430,540
5041.0,"PATHULGUDA CHERUVU,  PATHULGUDA (V),  SAROORNAGAR (M),  RANGAREDDY (D)",LAKE,TELANGANA,25,32,0.3,4.1,7.7,8.4,826,1447,2.0,18.0,2.90,6.90,17,46,430,540
4702.0,"PEDDA CHERUVU,  KHAJAGUDA (V),  SERLINGAMPALLY(M),  RANGA REDDY DISTRICT",LAKE,TELANGANA,27,30,2.5,5.7,7.0,8.9,868,1662,7.0,30.0,10.02,30.00,4,350,21,1600
4683.0,"PEDDA CHERUVU,  MADIKONDA (V),  KHAZIPET (M),",LAKE,TELANGANA,24,28,0.3,5.8,7.6,8.4,348,951,1.0,6.1,1.10,12.22,2,21,47,430
,"HANUMAKONDA,  WARANGAL",,,,,,,,,,,,,,,,,,
4661.0,"PEDDAKANJARLA TANK,  PEDDAKANJARLA (V),  PATANCHERU (M),  SANGAREDDY DISTRICT.",LAKE,TELANGANA,24,26,6.0,6.9,6.6,8.5,275,528,1.3,3.0,2.13,8.12,2,5,12,22
5061.0,"PEDDAKUDI CHERUVU,  MAQTA  MAHBOOBPET(V),  SHERILINGAMPALLY(M),  RANGA REDDY(D)",LAKE,TELANGANA,20,29,0.3,3.8,7.0,7.7,596,1606,1.2,19.0,2.60,8.62,7,39,350,540
4681.0,"PHAKAL CHERUVU,  NARSAMPET, WARANGAL  DISTRICT",LAKE,TELANGANA,23,28,4.9,6.4,7.2,8.7,131,643,1.0,1.9,0.30,3.92,2,6,17,120
5053.0,"RAMAMMA KUNTA ,  GACHIBOWLI (V),  SHERILINGAMPALLY(M),  RANGA REDDY (D)",LAKE,TELANGANA,25,34,0.3,5.2,7.1,8.3,495,1189,1.0,8.0,2.99,7.22,11,41,350,540
5036.0,"RAMANNA CHERUVU,  BOINPALLY(V),  TIRUMALAGIRI(M),  HYDERABAD (D)",LAKE,TELANGANA,25,27,0.3,5.3,7.2,8.3,537,1084,1.5,18.0,2.40,9.10,11,43,350,430
4692.0,"RAMANTHAPUR PEDDA  CHERUVU,  RAMANTHAPUR,  MEDCHAL - MALKAJGIRI  DISTRICT",LAKE,TELANGANA,24,32,0.3,3.6,6.8,7.6,823,1729,1.0,19.0,2.62,5.80,7,39,350,540
3068.0,"RAMAPPA LAKE,  PALAMPET (V),  VENKATAPURAM (M),  MULUGU DISTRICT.",LAKE,TELANGANA,22,28,5.4,6.7,7.3,8.5,136,330,1.0,5.0,0.30,2.82,2,4,26,150
4249.0,"RANGASAMUDRAM,  URSU (V), KHILA  WARANGAL (M),  WARANGAL DISTRICT",LAKE,TELANGANA,24,29,0.3,6.0,7.3,8.6,105,1350,1.0,14.0,1.00,11.22,4,31,58,430
4687.0,"RED LAKE, ICRISAT,  RAMACHANDRAPURAM  (M), SANGAREDDY  DISTRICT",LAKE,TELANGANA,22,26,5.6,6.6,7.0,8.1,732,1085,2.5,5.6,3.16,31.12,8,31,126,350
5058.0,"REGULA KUNTA,  MIYAPUR (V),  SHERILINGAMPALLY (M),  RANGA REDDY (D)",LAKE,TELANGANA,20,30,0.3,4.8,6.9,8.3,671,964,2.0,14.0,2.30,8.02,9,34,350,540
3072.0,"SAFILGUDA LAKE,  MEDCHAL",LAKE,TELANGANA,24,29,0.3,1.2,6.9,7.9,782,1836,2.0,16.0,2.30,7.44,6,120,430,540
5038.0,"SALKAM CHERUVU ,  BANDLAGUDA(KALSA)  (V), BANDLAGUDA (M),  HYDERABAD (D)",LAKE,TELANGANA,22,30,0.3,2.6,7.0,8.0,1343,2026,4.0,10.0,2.60,11.72,3,43,350,540
5033.0,"SHAHATAM CHERUVU,  SHAIKPET(V&M),  HYDERABAD (D)",LAKE,TELANGANA,22,27,0.3,2.3,7.2,8.4,731,1514,1.8,20.0,0.98,12.20,10,34,350,430
5034.0,"SHIKARI KUNTA,  HAKEEMPET(V),  SHAIKPET(M),  HYDERABAD (D)",LAKE,TELANGANA,22,27,0.3,5.9,7.5,8.3,830,1068,1.8,12.0,0.68,9.02,12,79,350,480
5044.0,"SUDALAVANI KUNTA  (SUNNAM CHERUVU),  ALLAHPUR(V),  BORABANDA(M),MEDCH AL MALKAJGIRI(D)",LAKE,TELANGANA,24,28,0.3,2.2,7.2,8.2,873,1873,2.0,39.0,3.60,21.19,5,94,350,540
4685.0,"SURISIGAL LAKE, ICRISAT,  RAMACHANDRAPURAM  (V&M), SANGAREDDY  DISTRICT",LAKE,TELANGANA,21,26,5.5,6.6,7.2,8.1,832,1138,2.2,3.2,3.12,15.14,6,15,100,210
4667.0,"SURRAM CHERUVU  (PALLE CHERUVU),  BANDLAGUDA (V),  BANDLAGUDA (NEW  MANDAL)",LAKE,TELANGANA,22,30,0.3,1.2,7.1,8.2,1178,2330,1.8,12.0,3.20,17.22,13,49,430,540
5124.0,"TCS ENERGY PARK  LAKE,GACHIBOWLI(V),  SERILINGAMPALLY (M),  RANGAREDDY (D)",LAKE,TELANGANA,24,28,3.6,5.4,7.5,8.4,505,686,1.2,2.2,2.60,4.62,8,33,280,540
1215.0,"THUMMALA CHERUVU,  NASAMPET (V&M),  WARANGAL",LAKE,TELANGANA,23,28,4.8,6.3,7.1,8.5,130,506,1.0,2.1,0.32,4.02,2,8,21,170
5037.0,"TIRUMALAGIRI TANK,  TIRUMALAGIRI(V & M),  HYDERABAD (D)",LAKE,TELANGANA,26,26,0.3,0.3,7.4,7.4,1357,1357,12.0,12.0,3.87,3.87,13,13,430,430
4234.0,"UMDA SAGAR  LAKE,JALPALLY(V),  SAROORNAGAR(M),  SHAMSHABAD?",LAKE,TELANGANA,25,35,0.3,4.8,7.0,7.9,884,1218,1.6,8.0,3.08,8.22,11,43,350,540
5050.0,"VENNA CHERUVU,  JEEDIMETLA(V),  QUTHBULLAPUR(M),  MEDCHAL MALKAJGIRI(D)",LAKE,TELANGANA,25,30,0.3,3.7,7.0,7.7,977,1738,3.2,22.0,3.00,12.02,14,41,350,540
5131.0,"YELLAMMA CHERUVU,  MANIKONDA (V),  RAJENDRA NAGAR (M),  RANGAREDDY (D)",LAKE,TELANGANA,25,34,0.3,2.3,7.1,7.9,932,1622,1.0,10.0,2.80,10.15,12,41,430,540
5042.0,"YELLAMMA  CHERUVU,KUKATPALLY(V &M), MEDCHAL  MALKAJGIRI(D)",LAKE,TELANGANA,25,28,0.3,2.0,7.0,7.6,988,1609,4.0,18.0,3.20,15.07,17,43,350,540
5031.0,"YERRA KUNTA,  SHAIKPET(V&M),  HYDERABAD (D)",LAKE,TELANGANA,22,24,0.3,2.1,7.6,8.0,550,625,3.0,18.0,0.86,2.02,12,14,280,350
3076.0,"AMBER CHERUVU,  KUKATPALLY (V & M),  MEDCHAL- MALKAJIGIRI",POND,TELANGANA,25,30,0.3,3.2,7.0,7.9,708,1700,2.6,20.0,2.56,5.20,5,46,430,540
2347.0,"ASANI  KUNTA,BOLLARAM(V),JIN NARAM(M),  SANGAREDDY(D)",POND,TELANGANA,18,26,0.3,0.3,5.4,7.6,2406,8680,36.0,240.0,12.24,71.26,9,17,142,540
4700.0,"BATHUKAMMA KUNTA,  B.N. REDDY  NAGAR,HAYATHNAGAR( M), RANGAREDDY(D)",POND,TELANGANA,26,26,0.3,0.3,7.2,7.2,1396,1396,18.0,18.0,7.80,7.80,38,38,540,540
2346.0,"BHADRAKALI CHERUVU,  NEAR BHADRAKALI  TEMPLE,  HANUMAKONDA",POND,TELANGANA,25,28,4.0,6.0,7.7,8.7,478,1133,1.2,4.2,0.32,2.80,2,25,43,220
4694.0,"CHILUKALA KUNTA,  HCU,GACHIBOWLI(V),  SERILINGAMPALLY(M),  RANGAREDDY(D)",POND,TELANGANA,28,28,0.3,0.3,7.6,7.6,1024,1024,,,7.20,7.20,33,33,-,-
2357.0,"DURGAM CHERUVU ,  RAIDURG (V),  SERILINGAMPALLY (M),  RANGAREDDY (D)",POND,TELANGANA,24,31,1.2,4.8,6.8,8.1,684,955,2.0,12.0,2.00,6.82,4,39,350,430
5129.0,"ERRA KUNTA,  LAXMIGUDA (V),  RAJENDRANAGAR (M),  RANGAREDDY (D)",POND,TELANGANA,24,35,0.3,3.2,7.2,8.2,1444,2169,8.0,21.0,4.08,14.15,15,49,430,920
5119.0,"KAIDAMMA KUNTA,  HAFEEZPET (V),  SERILINGAMPALLY (M),  RANGAREDDY (D)",POND,TELANGANA,20,30,0.3,1.5,6.7,8.1,982,1742,6.0,34.0,3.90,9.93,11,38,430,540
3077.0,"KAPRA CHERUVU, KAPRA  (V), KEESARA (M)",POND,TELANGANA,24,30,0.3,4.3,7.2,8.0,797,1484,1.6,20.0,1.82,4.00,6,40,350,540
4222.0,"KONDAGATTU TEMPLE-  KONERU, JAGITIYAL",POND,TELANGANA,25,25,2.6,2.6,8.3,8.3,460,460,2.3,2.3,1.06,1.06,2,2,39,39
5118.0,"KOTHA KUNTA,  HAFEEZPET (V), SHAIKPET  (M), RANGAREDDY (D)",POND,TELANGANA,24,28,0.3,4.5,6.9,8.3,693,1875,1.0,12.0,3.20,23.04,11,33,430,540
5127.0,"KUMMARI KUNTA,  ANMAGAL (V),  HAYATHNAGAR (M),  RANGAREDDY (D)",POND,TELANGANA,25,32,0.3,3.5,6.8,8.1,437,2312,3.0,22.0,3.20,5.80,4,43,280,540
4675.0,"LOTUS POND, HAKIMPET  (V), SHAIK PET (M),  HYDERABAD (D)",POND,TELANGANA,22,28,2.2,5.2,7.3,8.4,653,758,1.1,9.0,1.20,7.60,8,34,280,540
5122.0,"MALLAI KUNTA ,  CHANDANAGAR ,  SERILINGAMPALLY , RR",POND,TELANGANA,24,35,0.3,0.3,7.0,7.4,2582,2803,8.0,10.0,8.90,10.40,21,33,540,540
5125.0,"MONDIKUNTA,  KHANAMET (V),  SERILINGAMPALLY (M),  RANGAREDDY (D)",POND,TELANGANA,24,32,0.3,3.2,6.7,7.9,1200,1501,2.8,24.0,2.60,6.80,14,40,430,540
5111.0,"NAGIRADDY  KUNTA(YAPRAL  CHERUVU), ALWAL  (V&M), MEDCHAL-  MALKAJGIRI(D)",POND,TELANGANA,25,28,0.3,3.8,7.2,8.6,1277,2192,2.8,32.0,4.36,14.60,14,47,430,920
2344.0,"NALLA CHERUVU, UPPAL  (V & M), MEDCHAL  DISTRICT",POND,TELANGANA,24,31,0.3,1.2,7.1,8.0,988,2252,4.0,28.0,3.20,8.80,10,70,350,540
5130.0,"PATHI KUNTA, BUDVEL  (V), RAJENDRANAGAR  (M), RANGAREDDY (D)",POND,TELANGANA,24,35,0.3,4.2,6.5,8.3,419,3330,1.2,11.0,2.20,18.02,12,47,280,920
2359.0,"PEDDA CHERUVU,  NACHARAM (V), UPPAL  (M), MEDCHAL DISTRICT",POND,TELANGANA,26,32,0.3,3.4,7.3,8.1,1063,1618,3.0,28.0,3.24,10.20,8,46,350,540
3078.0,"PRAGATHINAGAR  CHERUVU,PRAGATHINAG AR(V), KUKATPALLY,  MEDCHAL- MALKAJIGIRI(D)",POND,TELANGANA,25,30,0.3,4.8,7.1,7.7,707,1784,3.0,37.0,1.20,4.80,12,48,350,540
5115.0,"RAJMAHAMAD KUNTA- MASKA KUNTA,  IZZATHNAGAR (V),  SERILINGAMPALLY (M),  RANGAREDDY (D).",POND,TELANGANA,24,29,0.3,2.2,7.0,7.8,888,1731,4.0,24.0,3.20,8.98,14,47,430,540
3075.0,"RANGADHAMINI KUNTA,  KUKATPALLY(V&M),",POND,TELANGANA,25,29,0.3,2.6,7.0,8.3,591,1438,2.0,14.0,1.10,4.92,6,120,350,540
,MEDCHAL - MALKAJGIRI  (D),,,,,,,,,,,,,,,,,,
4231.0,"RAYAM CHERUVU,  BONTHAPALLY (V),  GUMMADIDALA (M),  SANGAREDDY DISTRICT",POND,TELANGANA,20,32,5.0,5.9,7.0,8.3,1175,1708,3.2,6.0,6.17,15.25,4,11,31,70
2345.0,"SAI CHERUVU,  DESHAIPET(V),  WARANGAL (M&D)",POND,TELANGANA,25,29,0.3,4.2,7.5,8.3,1724,9780,2.2,45.0,2.80,8.60,2,14,94,430
5114.0,"SHANTHISARAVOR POND,  GACHIBOWLI (V),  SERLINGAMPALLY (M),  RANGAREDDY (D)",POND,TELANGANA,25,29,3.2,5.8,7.3,8.1,281,710,1.0,2.0,0.92,2.92,2,33,350,430
4689.0,"SUNNAM KUNTA, JUBILLE  HILLS, HYDERABAD",POND,TELANGANA,22,27,2.0,5.4,6.9,8.3,316,985,1.2,14.0,0.66,13.22,8,41,220,540
5120.0,"THAMMIDI KUNTA,  KHANAPET (V),  SERLINGAMPALLY (M),  RANGAREDDY (D)",POND,TELANGANA,24,30,0.3,2.2,6.7,8.1,928,1393,4.0,12.0,2.70,9.13,4,48,350,540
4223.0,"VEMULAWADA TEMPLE -  KONERU, VEMULAWADA  (V & M) KARIMNAGAR",POND,TELANGANA,26,26,3.5,3.5,7.9,7.9,605,605,3.0,3.0,2.20,2.20,48,48,108,108
4238.0,"AMEENPUR CHERUVU,  AMEENPUR (V & M),  SANGAREDDY DISTRICT",TANK,TELANGANA,23,25,5.0,5.8,7.0,8.5,1080,1634,3.5,7.6,8.16,30.20,5,15,56,84
4703.0,"BULBUL KUNTA,  LAXMIGUDA,  RAJENDRANAGAR (M),  RANGAREDDY DISTRICT",TANK,TELANGANA,25,33,0.3,1.1,7.1,8.3,1191,2164,5.6,16.0,3.10,8.60,17,48,350,920
3085.0,"CHINNA WADEPALLI  CHERUVU,  ENUMAMULA(V),  WARANGAL(M&D)",TANK,TELANGANA,25,29,0.3,3.6,7.1,8.3,867,1440,1.8,28.0,1.20,4.20,11,47,210,540
4241.0,"CHITKUL TANK,CHITKUL  (V), PATANCHERU (M),  SANGAREDDY DISTRICT",TANK,TELANGANA,24,26,5.5,6.5,6.9,8.4,1395,2177,2.8,5.0,8.18,23.20,6,9,58,110
1447.0,"DHARMASAGAR TANK,  DHARMASAGAR(V&M),  HANUMAKONDA  DISTRICT",TANK,TELANGANA,24,29,5.4,6.5,7.6,8.6,294,528,1.0,1.8,0.46,2.20,2,6,31,120
4244.0,"ERDHANOOR TANK,  ERDHANOOR (V),  PATANCHERU (M),  SANGAREDDY DISTRICT",TANK,TELANGANA,24,25,5.3,6.5,6.9,8.5,587,2263,2.4,3.5,6.08,13.14,4,14,40,79
4233.0,"GADDAPOTHARAM  CHERUVU,  GADDAPOTHARAM (V),  JINNARAM (M),  SANGAREDDY DISTRICT",TANK,TELANGANA,22,33,4.2,5.9,6.9,7.6,2396,5204,7.6,19.0,12.25,54.25,5,14,62,150
1780.0,"GANDIGUDEM TANK,  GANDIGUDEM(V),AMEEN PUR(M), SANGAREDDY(D)",TANK,TELANGANA,18,26,5.2,6.3,6.7,7.6,1405,2280,3.4,9.5,8.20,28.21,5,8,80,130
4243.0,"ISNAPUR  TANK,PASHAMYLARAM(V ), PATANCHERU (M),  SANGAREDDY DISTRICT",TANK,TELANGANA,23,25,4.2,6.1,6.4,7.9,1965,6260,6.6,12.0,10.21,62.22,8,17,79,150
2348.0,"KHAZIPALLY  TANK,KHAZIPALLY(V),  JINNARAM(M),  SANGAREDDY(D)  SANGAREDDY",TANK,TELANGANA,19,25,5.2,5.6,7.0,7.5,1040,4960,2.0,10.0,0.50,46.10,2,7,10,84
4230.0,"KISTAIPALLY CHERUVU,  KISTAIPALLY (V),  JINNARAM(M),  SANGAREDDY DISTRICT",TANK,TELANGANA,20,33,4.2,6.3,7.1,7.8,2453,5700,4.0,11.0,7.20,32.24,5,8,70,120
1783.0,"KISTAREDDYPET TANK,  KISTAREDDYPET(V),AMEE NPUR(M),SANGAREDDY( D)",TANK,TELANGANA,18,26,4.8,6.3,6.7,7.5,1388,3230,3.0,7.0,8.14,32.18,6,12,30,58
4242.0,"LAKADARAM CHERUVU,  LAKDARAM (V),  PATANCHERU",TANK,TELANGANA,24,26,5.0,6.9,7.3,8.4,1114,2199,3.0,6.0,6.27,20.24,8,12,32,94
,"(M),SANGAREDDY  DISTRICT.",,,,,,,,,,,,,,,,,,
3071.0,"LANGARHOUSE TANK,  GOLCONDA (V&M)  ,HYDERABAD (D)",TANK,TELANGANA,25,30,0.3,1.0,7.2,8.0,827,1526,5.0,15.0,2.40,13.90,11,120,350,540
1788.0,"LARGE TANK,  SAROORNAGAR (V & M),  RANGAREDDY DISTRICT",TANK,TELANGANA,25,35,0.3,3.1,7.0,7.9,1089,1596,2.6,19.0,2.86,9.27,7,41,350,540
4239.0,"MAHABOOBSAGAR TANK,  SANGAREDDY(V&M),  SANGAREDDY DISTRICT",TANK,TELANGANA,23,24,5.1,6.5,7.2,7.9,697,1391,2.4,4.5,5.14,29.16,4,10,70,140
2358.0,"MALLAPUR TANK ,  MEDCHAL MALKAJGIRI",TANK,TELANGANA,25,28,0.3,0.3,7.1,8.0,2266,4500,6.0,14.0,5.20,16.60,14,110,540,920
4245.0,"MALLEPALLY TANK,  MALLEPALLY (V),  KONDAPUR (M),  SANGAREDDY DISTRICT",TANK,TELANGANA,24,24,5.6,6.8,7.3,8.5,1102,1555,2.1,5.0,4.03,12.20,2,13,20,58
4247.0,"MUCHARLA NAGARAM  CHERUVU, NAGARAM (V),  HASANPARTHY (M),  HANUMAKONDA ,  WARANGAL",TANK,TELANGANA,24,28,3.2,5.8,7.6,8.6,503,1651,1.2,5.0,1.20,9.72,4,39,63,540
4237.0,"MUNDLA  KATWA,MOOSAPET(V),  KUKATPALLY  (M),MEDCHAL -  MALKAJGIRI (D)",TANK,TELANGANA,25,30,0.3,1.8,7.1,8.2,971,1618,2.0,12.0,1.80,8.47,14,58,350,540
4240.0,"MUTHANGI TANK (V),  PATANCHERU  (M),SANGAREDDY  DISTRICT",TANK,TELANGANA,24,26,5.5,6.3,7.1,8.4,823,2296,2.2,5.0,7.09,22.12,5,8,35,63
1464.0,"PEDDA CHERUVU,  BIBINAGAR  (V&M),YADADRI  BHUVANAGIRI (D)",TANK,TELANGANA,17,20,5.0,6.8,7.3,8.3,1016,1280,2.7,4.8,7.12,22.16,4,10,38,70
4228.0,"PEDDA  CHERUVU/IBRAHIM  CHERUVU,  IBRAHIMBAGH,  RAJENDRANAGAR(M),  RANGAREDDY DISTRICT",TANK,TELANGANA,25,34,0.3,5.2,7.1,8.5,899,2746,2.8,93.0,3.28,8.60,8,46,350,540
4704.0,"PEDDACHERUVU,  MANSOORABAD (V),  SAROORNAGAR(M),  RANGAREDDY (D)",TANK,TELANGANA,24,35,0.3,3.8,7.0,7.5,506,1110,1.6,24.0,1.80,6.59,11,43,220,540
2343.0,"PREMAJIPET TANK ,  SHAMSHABAD",TANK,TELANGANA,25,30,0.3,3.8,7.2,8.5,378,2960,2.6,18.0,2.80,11.12,2,33,350,1600
4302.0,"RUDRARAM TANK,  RUDRARAM (V),  PATANCHERU (M),  SANGAREDDY DISTRICT",TANK,TELANGANA,23,26,4.9,6.0,7.0,8.4,1699,3460,5.0,8.0,10.17,20.15,7,9,42,70
3086.0,"SAKI TANK, PATANCHERU  (V & M), SANGAREDDY  DISTRICT",TANK,TELANGANA,17,23,5.7,6.9,7.2,7.9,723,1256,2.7,4.4,4.08,11.10,6,17,38,58
3069.0,"SHAMEERPET TANK,  SHAMEERPET(V&M),  MEDCHAL-  MALKAJIGIRI(D)",TANK,TELANGANA,24,29,4.9,6.1,7.5,8.3,583,844,1.1,11.0,0.32,6.02,2,2,22,280
3084.0,"WADEPALLI CHERUVU,  WADEPALLY (V),  HANAMKONDA (M&D)",TANK,TELANGANA,24,29,4.0,6.2,7.7,8.4,478,566,1.0,3.0,0.36,3.82,2,17,39,220
3391.0,"DHAMBUR LAKE, DHALAI",LAKE,TRIPURA,19,31,5.5,6.8,7.2,7.9,131,184,1.1,1.8,0.70,1.60,27,58,110,210
4193.0,"DIMASAGAR LAKE,  NORTH GATE",LAKE,TRIPURA,19,31,5.2,6.2,6.9,7.3,139,190,1.2,1.8,0.90,12.70,38,63,130,240
4192.0,MBB COLLEGE LAKE,LAKE,TRIPURA,19,32,5.3,6.4,7.0,7.6,133,188,1.1,1.8,0.70,1.90,27,58,120,240
1727.0,"POND AT LAXMI  NARAYAN BARI PALACE  COMPOUND, TRIPURA",LAKE,TRIPURA,19,31,5.5,6.8,7.1,7.6,134,199,1.1,1.7,0.90,1.90,26,63,120,240
4643.0,RUDRASAGAR EAST LAKE  TRIPURA,LAKE,TRIPURA,19,31,5.2,6.2,7.0,7.9,140,199,1.2,1.9,0.80,1.70,32,63,120,280
1728.0,"RUDRASAGAR LAKE,  SONUMURA, TRIPURA",LAKE,TRIPURA,19,31,5.4,6.4,7.0,7.4,147,192,1.1,1.9,1.10,1.70,31,63,130,240
4642.0,"RUDRASAGAR NORTH  LAKE,TRIPURA",LAKE,TRIPURA,19,31,5.3,6.6,7.0,7.8,141,191,1.2,2.2,1.20,2.40,41,84,150,350
4644.0,RUDRASAGAR WEST LAKE  TRIPURA,LAKE,TRIPURA,19,31,5.6,6.4,7.2,7.9,128,189,1.2,2.1,1.10,2.30,41,70,130,280
3393.0,"BRAMAKUNDA POND,  WEST TRIPURA",POND,TRIPURA,19,32,5.1,6.5,7.2,7.9,140,184,1.2,2.1,0.80,2.00,26,47,110,210
4197.0,CHATURDASH DEBATA  BARI POND,POND,TRIPURA,19,31,5.3,6.9,7.2,7.8,140,189,1.1,1.9,0.70,1.80,17,63,110,280
4195.0,DURGABARI POND,POND,TRIPURA,19,31,5.5,6.7,7.1,7.8,138,189,1.2,1.9,0.90,2.00,26,63,120,240
3396.0,"JAGANNATH DIGHI,  GOMATI TRIPURA",POND,TRIPURA,19,30,5.3,6.4,7.1,7.7,141,223,1.2,2.1,0.90,2.30,26,48,110,220
3394.0,"KALYANSAGAR AT  MATARBARI, GOMATI  TRIPURA",POND,TRIPURA,19,32,5.5,6.5,7.2,7.8,139,193,1.3,2.3,1.00,2.50,33,63,150,280
4221.0,KATAL DIGHI POND,POND,TRIPURA,19,32,5.4,6.7,7.1,7.8,139,191,1.1,2.2,0.70,2.40,25,58,110,240
4194.0,LALBAHADUR DIGHI  POND,POND,TRIPURA,19,32,5.1,6.2,7.0,7.8,132,189,1.1,1.8,0.80,2.10,26,63,120,240
3395.0,"MAHADEB DIGHI,  GOMATI TRIPURA",POND,TRIPURA,19,30,5.5,6.6,7.1,7.6,130,179,1.2,1.9,0.90,2.00,31,63,110,240
4196.0,RADHANAGAR POND,POND,TRIPURA,20,32,3.1,5.2,6.5,8.9,158,212,3.1,5.6,1.80,3.50,48,84,220,350
3392.0,"SHIPAHIJALA POND,  WEST TRIPURA",POND,TRIPURA,19,31,5.2,6.4,7.0,7.6,127,233,1.1,2.2,0.70,2.30,21,58,94,240
1364.0,"RAMGARH LAKE,  GORAKHPUR U.P.",LAKE,UTTAR  PRADESH,16,26,7.6,8.3,7.7,8.3,292,4700,4.5,5.5,,,1800,44000,30000,66000
2499.0,"SAMASPUR JHEEL,  RAEBARELI",LAKE,UTTAR  PRADESH,22,27,5.6,7.5,8.0,8.1,311,511,4.0,5.2,0.84,0.92,3200,4300,5400,7900
2501.0,"LAXMI POND, JHANSI",POND,UTTAR  PRADESH,13,32,3.0,5.6,7.4,7.9,620,650,7.0,18.0,-,-,-,-,-,-
2500.0,"MAAHIL POND, URAI  TEHSIL, JALAUN",POND,UTTAR  PRADESH,13,31,0.9,5.1,7.0,7.7,860,1290,4.5,18.0,-,-,-,-,-,-
3437.0,"BHEEMTAL  LAKE,DISTRICT-NAINITAL",LAKE,UTTARAKHA ND,9,20,8.4,9.6,7.3,8.1,170,240,1.2,1.8,0.32,0.40,63,120,110,220
